,Forma
11379,credito
11380,credito
11381,boleto
11382,boleto
11383,credito
11384,credito
11385,credito
11386,credito
11387,boleto
11388,pix
11389,credito
11390,pix
11391,credito
11392,credito
11393,credito
11394,credito
11395,credito
11396,credito
11397,credito
11398,credito
11399,credito
11400,credito
11401,credito
11402,debito
11403,credito
11404,credito
11405,debito
11406,credito
11407,pix
11408,pix
11409,debito
11410,pix
11411,credito
11412,credito
11413,credito
11414,debito
11415,credito
11416,credito
11417,pix
11418,debito
11419,credito
11420,debito
11421,credito
11422,credito
11423,credito
11424,dinheiro
11425,debito
11426,debito
11427,debito
11428,pix
11429,credito
11430,pix
11431,credito
11432,credito
11433,boleto
11434,pix
11435,credito
11436,credito
11437,credito
11438,credito
11439,credito
11440,pix
11441,credito
11442,boleto
11443,credito
11444,boleto
11445,pix
11446,credito
11447,credito
11448,credito
11449,pix
11450,credito
11451,credito
11452,credito
11453,credito
11454,credito
11455,boleto
11456,credito
11457,credito
11458,dinheiro
11459,boleto
11460,boleto
11461,credito
11462,credito
11463,dinheiro
11464,credito
11465,credito
11466,boleto
11467,credito
11468,credito
11469,credito
11470,credito
11471,pix
11472,debito
11473,credito
11474,debito
11475,boleto
11476,credito
11477,debito
11478,credito
11479,credito
11480,credito
11481,credito
11482,debito
11483,debito
11484,credito
11485,dinheiro
11486,credito
11487,boleto
11488,debito
11489,debito
11490,dinheiro
11491,credito
11492,credito
11493,credito
11494,credito
11495,boleto
11496,pix
11497,credito
11498,credito
11499,pix
11500,credito
11501,credito
11502,credito
11503,pix
11504,debito
11505,pix
11506,credito
11507,debito
11508,debito
11509,credito
11510,credito
11511,credito
11512,pix
11513,credito
11514,credito
11515,credito
11516,credito
11517,credito
11518,pix
11519,boleto
11520,credito
11521,pix
11522,credito
11523,pix
11524,debito
11525,credito
11526,credito
11527,credito
11528,credito
11529,credito
11530,credito
11531,credito
11532,credito
11533,credito
11534,credito
11535,credito
11536,credito
11537,boleto
11538,credito
11539,credito
11540,pix
11541,credito
11542,credito
11543,boleto
11544,credito
11545,credito
11546,credito
11547,debito
11548,credito
11549,credito
11550,credito
11551,debito
11552,dinheiro
11553,credito
11554,credito
11555,credito
11556,pix
11557,credito
11558,credito
11559,pix
11560,credito
11561,credito
11562,boleto
11563,credito
11564,pix
11565,credito
11566,credito
11567,credito
11568,credito
11569,credito
11570,debito
11571,boleto
11572,credito
11573,credito
11574,credito
11575,credito
11576,credito
11577,boleto
11578,credito
11579,credito
11580,credito
11581,debito
11582,dinheiro
11583,credito
11584,boleto
11585,credito
11586,credito
11587,credito
11588,debito
11589,credito
11590,credito
11591,credito
11592,credito
11593,credito
11594,credito
11595,credito
11596,credito
11597,credito
11598,credito
11599,credito
11600,boleto
11601,credito
11602,pix
11603,credito
11604,boleto
11605,pix
11606,credito
11607,boleto
11608,credito
11609,pix
11610,pix
11611,credito
11612,debito
11613,credito
11614,credito
11615,debito
11616,credito
11617,credito
11618,credito
11619,credito
11620,credito
11621,credito
11622,credito
11623,credito
11624,credito
11625,credito
11626,dinheiro
11627,credito
11628,pix
11629,credito
11630,pix
11631,credito
11632,credito
11633,credito
11634,debito
11635,pix
11636,credito
11637,pix
11638,boleto
11639,pix
11640,credito
11641,credito
11642,credito
11643,pix
11644,credito
11645,debito
11646,debito
11647,boleto
11648,credito
11649,pix
11650,pix
11651,credito
11652,credito
11653,debito
11654,credito
11655,credito
11656,credito
11657,pix
11658,debito
11659,debito
11660,pix
11661,credito
11662,credito
11663,debito
11664,dinheiro
11665,dinheiro
11666,credito
11667,pix
11668,credito
11669,credito
11670,credito
11671,boleto
11672,credito
11673,credito
11674,debito
11675,credito
11676,debito
11677,debito
11678,credito
11679,credito
11680,credito
11681,credito
11682,pix
11683,credito
11684,credito
11685,credito
11686,pix
11687,credito
11688,credito
11689,boleto
11690,debito
11691,debito
11692,credito
11693,credito
11694,credito
11695,credito
11696,pix
11697,debito
11698,credito
11699,credito
11700,pix
11701,dinheiro
11702,credito
11703,pix
11704,pix
11705,credito
11706,credito
11707,credito
11708,pix
11709,credito
11710,pix
11711,boleto
11712,credito
11713,credito
11714,pix
11715,credito
11716,credito
11717,credito
11718,pix
11719,credito
11720,credito
11721,debito
11722,credito
11723,credito
11724,credito
11725,debito
11726,dinheiro
11727,credito
11728,credito
11729,debito
11730,credito
11731,pix
11732,credito
11733,boleto
11734,pix
11735,boleto
11736,debito
11737,credito
11738,credito
11739,credito
11740,credito
11741,pix
11742,credito
11743,debito
11744,credito
11745,credito
11746,credito
11747,credito
11748,pix
11749,credito
11750,debito
11751,credito
11752,credito
11753,credito
11754,boleto
11755,credito
11756,credito
11757,debito
11758,debito
11759,credito
11760,credito
11761,credito
11762,credito
11763,pix
11764,credito
11765,credito
11766,pix
11767,debito
11768,pix
11769,credito
11770,credito
11771,credito
11772,pix
11773,credito
11774,credito
11775,credito
11776,debito
11777,pix
11778,dinheiro
11779,debito
11780,credito
11781,credito
11782,credito
11783,credito
11784,credito
11785,dinheiro
11786,debito
11787,credito
11788,credito
11789,dinheiro
11790,pix
11791,credito
11792,dinheiro
11793,credito
11794,pix
11795,credito
11796,credito
11797,dinheiro
11798,credito
11799,boleto
11800,credito
11801,credito
11802,debito
11803,credito
11804,credito
11805,boleto
11806,credito
11807,credito
11808,debito
11809,credito
11810,credito
11811,dinheiro
11812,dinheiro
11813,debito
11814,pix
11815,credito
11816,boleto
11817,credito
11818,credito
11819,debito
11820,credito
11821,credito
11822,credito
11823,pix
11824,credito
11825,boleto
11826,boleto
11827,credito
11828,credito
11829,credito
11830,credito
11831,debito
11832,debito
11833,credito
11834,debito
11835,debito
11836,debito
11837,credito
11838,debito
11839,credito
11840,credito
11841,credito
11842,credito
11843,pix
11844,pix
11845,credito
11846,debito
11847,debito
11848,credito
11849,credito
11850,credito
11851,credito
11852,boleto
11853,boleto
11854,credito
11855,credito
11856,credito
11857,pix
11858,pix
11859,credito
11860,debito
11861,boleto
11862,credito
11863,credito
11864,credito
11865,pix
11866,credito
11867,credito
11868,credito
11869,pix
11870,credito
11871,pix
11872,credito
11873,credito
11874,credito
11875,boleto
11876,boleto
11877,credito
11878,credito
11879,credito
11880,credito
11881,credito
11882,credito
11883,dinheiro
11884,credito
11885,credito
11886,credito
11887,pix
11888,boleto
11889,credito
11890,pix
11891,credito
11892,credito
11893,pix
11894,credito
11895,credito
11896,dinheiro
11897,pix
11898,credito
11899,credito
11900,credito
11901,credito
11902,credito
11903,credito
11904,pix
11905,credito
11906,credito
11907,credito
11908,credito
11909,debito
11910,credito
11911,credito
11912,credito
11913,debito
11914,credito
11915,debito
11916,debito
11917,pix
11918,boleto
11919,credito
11920,credito
11921,credito
11922,credito
11923,credito
11924,credito
11925,credito
11926,credito
11927,credito
11928,credito
11929,debito
11930,pix
11931,credito
11932,pix
11933,pix
11934,credito
11935,credito
11936,boleto
11937,pix
11938,pix
11939,credito
11940,credito
11941,credito
11942,boleto
11943,debito
11944,credito
11945,pix
11946,credito
11947,pix
11948,credito
11949,credito
11950,boleto
11951,pix
11952,credito
11953,credito
11954,boleto
11955,credito
11956,credito
11957,credito
11958,credito
11959,credito
11960,credito
11961,dinheiro
11962,pix
11963,credito
11964,pix
11965,credito
11966,credito
11967,credito
11968,debito
11969,credito
11970,credito
11971,credito
11972,credito
11973,credito
11974,debito
11975,debito
11976,boleto
11977,pix
11978,pix
11979,credito
11980,credito
11981,pix
11982,credito
11983,credito
11984,debito
11985,pix
11986,credito
11987,debito
11988,pix
11989,pix
11990,credito
11991,dinheiro
11992,credito
11993,credito
11994,boleto
11995,credito
11996,credito
11997,credito
11998,credito
11999,credito
